Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final	Total
OG0000991	2	0	2
OG0000992	1	1	2
OG0000993	1	1	2
OG0000994	1	1	2
OG0000995	1	1	2
OG0000996	2	0	2
OG0000997	2	0	2
OG0000998	1	1	2
OG0000999	2	0	2
OG0001000	1	1	2
OG0001001	1	1	2
OG0001002	1	1	2
OG0001003	2	0	2
OG0001004	2	0	2
OG0001005	2	0	2
OG0001006	1	1	2
OG0001007	2	0	2
OG0001008	1	1	2
OG0001009	1	1	2
OG0001010	1	1	2
OG0001011	1	1	2
OG0001012	1	1	2
OG0001013	1	1	2
OG0001014	2	0	2
OG0001015	2	0	2
OG0001016	2	0	2
OG0001017	1	1	2
OG0001018	1	1	2
OG0001019	2	0	2
OG0001020	1	1	2
OG0001021	1	1	2
OG0001022	2	0	2
OG0001023	2	0	2
OG0001024	1	1	2
OG0001025	2	0	2
OG0001026	1	1	2
OG0001027	1	1	2
OG0001028	1	1	2
OG0001029	2	0	2
OG0001030	1	1	2
OG0001031	1	1	2
OG0001032	2	0	2
OG0001033	2	0	2
OG0001034	2	0	2
OG0001035	1	1	2
OG0001036	2	0	2
OG0001037	2	0	2
OG0001038	1	1	2
OG0001039	1	1	2
OG0001040	2	0	2
OG0001041	2	0	2
OG0001042	1	1	2
OG0001043	1	1	2
OG0001044	2	0	2
OG0001045	1	1	2
OG0001046	2	0	2
OG0001047	1	1	2
OG0001048	1	1	2
OG0001049	2	0	2
OG0001050	2	0	2
OG0001051	1	1	2
OG0001052	1	1	2
OG0001053	1	1	2
OG0001054	2	0	2
OG0001055	1	1	2
OG0001056	1	1	2
OG0001057	1	1	2
OG0001058	1	1	2
OG0001059	1	1	2
OG0001060	2	0	2
OG0001061	1	1	2
OG0001062	1	1	2
OG0001063	2	0	2
OG0001064	1	1	2
OG0001065	2	0	2
OG0001066	2	0	2
OG0001067	1	1	2
OG0001068	2	0	2
OG0001069	1	1	2
OG0001070	1	1	2
OG0001071	2	0	2
OG0001072	2	0	2
OG0001073	1	1	2
OG0001074	2	0	2
OG0001075	2	0	2
OG0001076	1	1	2
OG0001077	1	1	2
OG0001078	1	1	2
OG0001079	1	1	2
OG0001080	1	1	2
OG0001081	1	1	2
OG0001082	2	0	2
OG0001083	1	1	2
OG0001084	2	0	2
OG0001085	1	1	2
OG0001086	2	0	2
OG0001087	2	0	2
OG0001088	1	1	2
OG0001089	2	0	2
OG0001090	1	1	2
OG0001091	1	1	2
OG0001092	1	1	2
OG0001093	1	1	2
OG0001094	1	1	2
OG0001095	1	1	2
OG0001096	2	0	2
OG0001097	2	0	2
OG0001098	1	1	2
OG0001099	2	0	2
OG0001100	2	0	2
OG0001101	1	1	2
OG0001102	1	1	2
OG0001103	1	1	2
OG0001104	2	0	2
OG0001105	1	1	2
OG0001106	1	1	2
OG0001107	1	1	2
OG0001108	1	1	2
OG0001109	2	0	2
OG0001110	1	1	2
OG0001111	2	0	2
OG0001112	1	1	2
OG0001113	2	0	2
OG0001114	2	0	2
OG0001115	1	1	2
OG0001116	1	1	2
OG0001117	2	0	2
OG0001118	2	0	2
OG0001119	1	1	2
OG0001120	1	1	2
OG0001121	1	1	2
OG0001122	1	1	2
OG0001123	1	1	2
OG0001124	1	1	2
OG0001125	1	1	2
OG0001126	2	0	2
OG0001127	1	1	2
OG0001128	1	1	2
OG0001129	2	0	2
OG0001130	2	0	2
OG0001131	1	1	2
OG0001132	1	1	2
OG0001133	2	0	2
OG0001134	1	1	2
OG0001135	2	0	2
OG0001136	1	1	2
OG0001137	1	1	2
OG0001138	2	0	2
OG0001139	1	1	2
OG0001140	1	1	2
OG0001141	1	1	2
OG0001142	2	0	2
OG0001143	1	1	2
OG0001144	1	1	2
OG0001145	1	1	2
OG0001146	1	1	2
OG0001147	1	1	2
OG0001148	1	1	2
OG0001149	2	0	2
OG0001150	1	1	2
OG0001151	1	1	2
OG0001152	1	1	2
OG0001153	1	1	2
OG0001154	1	1	2
OG0001155	2	0	2
OG0001156	1	1	2
OG0001157	2	0	2
OG0001158	1	1	2
OG0001159	2	0	2
OG0001160	1	1	2
OG0001161	1	1	2
OG0001162	1	1	2
OG0001163	2	0	2
OG0001164	2	0	2
OG0001165	1	1	2
OG0001166	2	0	2
OG0001167	1	1	2
OG0001168	1	1	2
OG0001169	1	1	2
OG0001170	1	1	2
OG0001171	1	1	2
OG0001172	2	0	2
OG0001173	2	0	2
OG0001174	1	1	2
OG0001175	1	1	2
OG0001176	1	1	2
OG0001177	1	1	2
OG0001178	2	0	2
OG0001179	1	1	2
OG0001180	1	1	2
OG0001181	2	0	2
OG0001182	1	1	2
OG0001183	1	1	2
OG0001184	2	0	2
OG0001185	1	1	2
OG0001186	1	1	2
OG0001187	2	0	2
OG0001188	2	0	2
OG0001189	1	1	2
OG0001190	1	1	2
OG0001191	1	1	2
OG0001192	1	1	2
OG0001193	2	0	2
OG0001194	2	0	2
OG0001195	1	1	2
OG0001196	1	1	2
OG0001197	2	0	2
OG0001198	1	1	2
OG0001199	1	1	2
OG0001200	1	1	2
OG0001201	1	1	2
OG0001202	2	0	2
OG0001203	1	1	2
OG0001204	1	1	2
OG0001205	1	1	2
OG0001206	1	1	2
OG0001207	1	1	2
OG0001208	1	1	2
OG0001209	1	1	2
OG0001210	1	1	2
OG0001211	1	1	2
OG0001212	1	1	2
OG0001213	2	0	2
OG0001214	2	0	2
OG0001215	1	1	2
OG0001216	2	0	2
OG0001217	1	1	2
OG0001218	1	1	2
OG0001219	1	1	2
OG0001220	1	1	2
OG0001221	2	0	2
OG0001222	2	0	2
OG0001223	1	1	2
OG0001224	1	1	2
OG0001225	1	1	2
OG0001226	1	1	2
OG0001227	2	0	2
OG0001228	1	1	2
OG0001229	1	1	2
OG0001230	1	1	2
OG0001231	1	1	2
OG0001232	1	1	2
OG0001233	2	0	2
OG0001234	2	0	2
OG0001235	2	0	2
OG0001236	1	1	2
OG0001237	1	1	2
OG0001238	1	1	2
OG0001239	1	1	2
OG0001240	1	1	2
OG0001241	1	1	2
OG0001242	2	0	2
OG0001243	1	1	2
OG0001244	1	1	2
OG0001245	2	0	2
OG0001246	1	1	2
OG0001247	1	1	2
OG0001248	2	0	2
OG0001249	1	1	2
OG0001250	1	1	2
OG0001251	2	0	2
OG0001252	2	0	2
OG0001253	1	1	2
OG0001254	1	1	2
OG0001255	2	0	2
OG0001256	1	1	2
OG0001257	1	1	2
OG0001258	1	1	2
OG0001259	1	1	2
OG0001260	2	0	2
OG0001261	1	1	2
OG0001262	1	1	2
OG0001263	2	0	2
OG0001264	1	1	2
OG0001265	1	1	2
OG0001266	1	1	2
OG0001267	1	1	2
OG0001268	1	1	2
OG0001269	2	0	2
OG0001270	1	1	2
OG0001271	2	0	2
OG0001272	1	1	2
OG0001273	1	1	2
OG0001274	1	1	2
OG0001275	2	0	2
OG0001276	2	0	2
OG0001277	1	1	2
OG0001278	2	0	2
OG0001279	1	1	2
OG0001280	2	0	2
OG0001281	1	1	2
OG0001282	1	1	2
OG0001283	2	0	2
OG0001284	2	0	2
OG0001285	2	0	2
OG0001286	1	1	2
OG0001287	1	1	2
OG0001288	1	1	2
OG0001289	1	1	2
OG0001290	1	1	2
OG0001291	1	1	2
OG0001292	2	0	2
OG0001293	1	1	2
OG0001294	1	1	2
OG0001295	1	1	2
OG0001296	1	1	2
OG0001297	2	0	2
OG0001298	2	0	2
OG0001299	1	1	2
OG0001300	1	1	2
OG0001301	1	1	2
OG0001302	1	1	2
OG0001303	2	0	2
OG0001304	1	1	2
OG0001305	2	0	2
OG0001306	2	0	2
OG0001307	2	0	2
OG0001308	1	1	2
OG0001309	1	1	2
OG0001310	1	1	2
OG0001311	1	1	2
OG0001312	1	1	2
OG0001313	2	0	2
OG0001314	2	0	2
OG0001315	1	1	2
OG0001316	1	1	2
OG0001317	1	1	2
OG0001318	2	0	2
OG0001319	1	1	2
OG0001320	1	1	2
OG0001321	2	0	2
OG0001322	2	0	2
OG0001323	1	1	2
OG0001324	1	1	2
OG0001325	1	1	2
OG0001326	1	1	2
OG0001327	1	1	2
OG0001328	1	1	2
OG0001329	2	0	2
OG0001330	1	1	2
OG0001331	1	1	2
OG0001332	1	1	2
OG0001333	2	0	2
OG0001334	1	1	2
OG0001335	1	1	2
OG0001336	2	0	2
OG0001337	2	0	2
OG0001338	1	1	2
OG0001339	2	0	2
OG0001340	1	1	2
OG0001341	1	1	2
OG0001342	1	1	2
OG0001343	1	1	2
OG0001344	1	1	2
OG0001345	2	0	2
OG0001346	2	0	2
OG0001347	2	0	2
OG0001348	2	0	2
OG0001349	1	1	2
OG0001350	1	1	2
OG0001351	1	1	2
OG0001352	1	1	2
OG0001353	1	1	2
OG0001354	1	1	2
OG0001355	1	1	2
OG0001356	1	1	2
OG0001357	2	0	2
OG0001358	1	1	2
OG0001359	2	0	2
OG0001360	1	1	2
OG0001361	2	0	2
OG0001362	1	1	2
OG0001363	1	1	2
OG0001364	1	1	2
OG0001365	2	0	2
OG0001366	1	1	2
OG0001367	1	1	2
OG0001368	1	1	2
OG0001369	1	1	2
OG0001370	1	1	2
OG0001371	2	0	2
OG0001372	1	1	2
OG0001373	1	1	2
OG0001374	2	0	2
OG0001375	2	0	2
OG0001376	1	1	2
OG0001377	2	0	2
OG0001378	1	1	2
OG0001379	2	0	2
OG0001380	1	1	2
OG0001381	2	0	2
OG0001382	1	1	2
OG0001383	2	0	2
OG0001384	2	0	2
OG0001385	1	1	2
OG0001386	1	1	2
OG0001387	1	1	2
OG0001388	1	1	2
OG0001389	1	1	2
OG0001390	1	1	2
OG0001391	1	1	2
OG0001392	2	0	2
OG0001393	1	1	2
OG0001394	1	1	2
OG0001395	1	1	2
OG0001396	1	1	2
OG0001397	1	1	2
OG0001398	1	1	2
OG0001399	1	1	2
OG0001400	1	1	2
OG0001401	2	0	2
OG0001402	1	1	2
OG0001403	2	0	2
OG0001404	1	1	2
OG0001405	1	1	2
OG0001406	1	1	2
OG0001407	2	0	2
OG0001408	2	0	2
OG0001409	2	0	2
OG0001410	1	1	2
OG0001411	1	1	2
OG0001412	1	1	2
OG0001413	2	0	2
OG0001414	1	1	2
OG0001415	2	0	2
OG0001416	1	1	2
OG0001417	1	1	2
OG0001418	1	1	2
OG0001419	1	1	2
OG0001420	2	0	2
OG0001421	2	0	2
OG0001422	1	1	2
OG0001423	1	1	2
OG0001424	1	1	2
OG0001425	1	1	2
OG0001426	1	1	2
OG0001427	1	1	2
OG0001428	1	1	2
OG0001429	2	0	2
OG0001430	1	1	2
OG0001431	1	1	2
OG0001432	1	1	2
OG0001433	1	1	2
OG0001434	1	1	2
OG0001435	2	0	2
OG0001436	2	0	2
OG0001437	2	0	2
OG0001438	2	0	2
OG0001439	1	1	2
OG0001440	1	1	2
OG0001441	1	1	2
OG0001442	1	1	2
OG0001443	1	1	2
OG0001444	1	1	2
OG0001445	1	1	2
OG0001446	1	1	2
OG0001447	1	1	2
OG0001448	2	0	2
OG0001449	2	0	2
OG0001450	2	0	2
OG0001451	1	1	2
OG0001452	2	0	2
OG0001453	2	0	2
OG0001454	1	1	2
OG0001455	1	1	2
OG0001456	1	1	2
OG0001457	2	0	2
OG0001458	2	0	2
OG0001459	1	1	2
OG0001460	1	1	2
OG0001461	1	1	2
OG0001462	1	1	2
OG0001463	1	1	2
OG0001464	1	1	2
OG0001465	1	1	2
OG0001466	2	0	2
OG0001467	1	1	2
OG0001468	1	1	2
OG0001469	2	0	2
OG0001470	2	0	2
OG0001471	2	0	2
OG0001472	2	0	2
OG0001473	2	0	2
OG0001474	1	1	2
OG0001475	1	1	2
OG0001476	1	1	2
OG0001477	1	1	2
OG0001478	2	0	2
OG0001479	1	1	2
OG0001480	1	1	2
OG0001481	1	1	2
OG0001482	1	1	2
OG0001483	1	1	2
OG0001484	1	1	2
OG0001485	1	1	2
OG0001486	1	1	2
OG0001487	1	1	2
OG0001488	2	0	2
OG0001489	2	0	2
OG0001490	2	0	2
OG0001491	1	1	2
OG0001492	1	1	2
OG0001493	1	1	2
OG0001494	1	1	2
OG0001495	1	1	2
OG0001496	1	1	2
OG0001497	1	1	2
OG0001498	1	1	2
OG0001499	1	1	2
OG0001500	2	0	2
OG0001501	1	1	2
OG0001502	1	1	2
OG0001503	1	1	2
OG0001504	1	1	2
OG0001505	1	1	2
OG0001506	2	0	2
OG0001507	1	1	2
OG0001508	1	1	2
OG0001509	2	0	2
OG0001510	1	1	2
OG0001511	2	0	2
OG0001512	1	1	2
OG0001513	1	1	2
OG0001514	2	0	2
OG0001515	1	1	2
OG0001516	1	1	2
OG0001517	1	1	2
OG0001518	2	0	2
OG0001519	1	1	2
OG0001520	1	1	2
OG0001521	1	1	2
OG0001522	2	0	2
OG0001523	1	1	2
OG0001524	1	1	2
OG0001525	1	1	2
OG0001526	2	0	2
OG0001527	1	1	2
OG0001528	2	0	2
OG0001529	1	1	2
OG0001530	1	1	2
OG0001531	2	0	2
OG0001532	1	1	2
OG0001533	1	1	2
OG0001534	1	1	2
OG0001535	1	1	2
OG0001536	2	0	2
OG0001537	1	1	2
OG0001538	1	1	2
OG0001539	1	1	2
OG0001540	1	1	2
OG0001541	1	1	2
OG0001542	1	1	2
OG0001543	2	0	2
OG0001544	1	1	2
OG0001545	1	1	2
OG0001546	1	1	2
OG0001547	2	0	2
OG0001548	2	0	2
OG0001549	1	1	2
OG0001550	1	1	2
OG0001551	1	1	2
OG0001552	1	1	2
OG0001553	1	1	2
OG0001554	1	1	2
OG0001555	1	1	2
OG0001556	1	1	2
OG0001557	1	1	2
OG0001558	1	1	2
OG0001559	1	1	2
OG0001560	1	1	2
OG0001561	1	1	2
OG0001562	1	1	2
OG0001563	1	1	2
OG0001564	1	1	2
OG0001565	1	1	2
OG0001566	1	1	2
OG0001567	2	0	2
OG0001568	2	0	2
OG0001569	1	1	2
OG0001570	1	1	2
OG0001571	1	1	2
OG0001572	1	1	2
OG0001573	2	0	2
OG0001574	1	1	2
OG0001575	1	1	2
OG0001576	1	1	2
OG0001577	1	1	2
OG0001578	2	0	2
OG0001579	1	1	2
OG0001580	1	1	2
OG0001581	1	1	2
OG0001582	1	1	2
OG0001583	2	0	2
OG0001584	1	1	2
OG0001585	1	1	2
OG0001586	2	0	2
OG0001587	1	1	2
OG0001588	2	0	2
OG0001589	1	1	2
OG0001590	1	1	2
OG0001591	2	0	2
OG0001592	1	1	2
OG0001593	1	1	2
OG0001594	1	1	2
OG0001595	2	0	2
OG0001596	1	1	2
OG0001597	2	0	2
OG0001598	2	0	2
OG0001599	1	1	2
OG0001600	2	0	2
OG0001601	1	1	2
OG0001602	1	1	2
OG0001603	1	1	2
OG0001604	2	0	2
OG0001605	2	0	2
OG0001606	1	1	2
OG0001607	1	1	2
OG0001608	1	1	2
OG0001609	2	0	2
OG0001610	2	0	2
OG0001611	1	1	2
OG0001612	1	1	2
OG0001613	2	0	2
OG0001614	2	0	2
OG0001615	1	1	2
OG0001616	1	1	2
OG0001617	1	1	2
OG0001618	1	1	2
OG0001619	1	1	2
OG0001620	1	1	2
OG0001621	1	1	2
OG0001622	1	1	2
OG0001623	1	1	2
OG0001624	1	1	2
OG0001625	1	1	2
OG0001626	1	1	2
OG0001627	1	1	2
OG0001628	1	1	2
OG0001629	2	0	2
OG0001630	1	1	2
OG0001631	1	1	2
OG0001632	1	1	2
OG0001633	2	0	2
OG0001634	1	1	2
OG0001635	2	0	2
OG0001636	1	1	2
OG0001637	1	1	2
OG0001638	1	1	2
OG0001639	1	1	2
OG0001640	2	0	2
OG0001641	1	1	2
OG0001642	2	0	2
OG0001643	1	1	2
OG0001644	1	1	2
OG0001645	1	1	2
OG0001646	2	0	2
OG0001647	1	1	2
OG0001648	1	1	2
OG0001649	1	1	2
OG0001650	2	0	2
OG0001651	1	1	2
OG0001652	2	0	2
OG0001653	2	0	2
OG0001654	1	1	2
OG0001655	1	1	2
OG0001656	1	1	2
OG0001657	1	1	2
OG0001658	1	1	2
OG0001659	1	1	2
OG0001660	2	0	2
OG0001661	1	1	2
OG0001662	1	1	2
OG0001663	1	1	2
OG0001664	2	0	2
OG0001665	1	1	2
OG0001666	2	0	2
OG0001667	1	1	2
OG0001668	1	1	2
OG0001669	1	1	2
OG0001670	1	1	2
OG0001671	1	1	2
OG0001672	1	1	2
OG0001673	1	1	2
OG0001674	1	1	2
OG0001675	1	1	2
OG0001676	1	1	2
OG0001677	2	0	2
OG0001678	2	0	2
OG0001679	2	0	2
OG0001680	1	1	2
OG0001681	1	1	2
OG0001682	2	0	2
OG0001683	1	1	2
OG0001684	1	1	2
OG0001685	1	1	2
OG0001686	2	0	2
OG0001687	2	0	2
OG0001688	2	0	2
OG0001689	2	0	2
OG0001690	1	1	2
OG0001691	1	1	2
OG0001692	1	1	2
OG0001693	2	0	2
OG0001694	1	1	2
OG0001695	1	1	2
OG0001696	1	1	2
OG0001697	1	1	2
OG0001698	1	1	2
OG0001699	1	1	2
OG0001700	1	1	2
OG0001701	1	1	2
OG0001702	1	1	2
OG0001703	1	1	2
OG0001704	1	1	2
OG0001705	2	0	2
OG0001706	1	1	2
OG0001707	1	1	2
OG0001708	2	0	2
OG0001709	1	1	2
OG0001710	1	1	2
OG0001711	1	1	2
OG0001712	2	0	2
OG0001713	1	1	2
OG0001714	1	1	2
OG0001715	2	0	2
OG0001716	1	1	2
OG0001717	1	1	2
OG0001718	2	0	2
OG0001719	1	1	2
OG0001720	1	1	2
OG0001721	1	1	2
OG0001722	1	1	2
OG0001723	1	1	2
OG0001724	1	1	2
OG0001725	1	1	2
OG0001726	1	1	2
OG0001727	1	1	2
OG0001728	1	1	2
OG0001729	1	1	2
OG0001730	1	1	2
OG0001731	1	1	2
OG0001732	1	1	2
OG0001733	2	0	2
OG0001734	1	1	2
OG0001735	1	1	2
OG0001736	1	1	2
OG0001737	1	1	2
OG0001738	1	1	2
OG0001739	1	1	2
OG0001740	2	0	2
OG0001741	1	1	2
OG0001742	1	1	2
OG0001743	2	0	2
OG0001744	2	0	2
OG0001745	1	1	2
OG0001746	2	0	2
OG0001747	1	1	2
OG0001748	2	0	2
OG0001749	1	1	2
OG0001750	1	1	2
OG0001751	1	1	2
OG0001752	1	1	2
OG0001753	1	1	2
OG0001754	1	1	2
OG0001755	1	1	2
OG0001756	1	1	2
OG0001757	1	1	2
OG0001758	1	1	2
OG0001759	1	1	2
OG0001760	1	1	2
OG0001761	1	1	2
OG0001762	1	1	2
OG0001763	1	1	2
OG0001764	1	1	2
OG0001765	1	1	2
OG0001766	2	0	2
OG0001767	1	1	2
OG0001768	1	1	2
OG0001769	1	1	2
OG0001770	2	0	2
OG0001771	1	1	2
OG0001772	2	0	2
OG0001773	1	1	2
OG0001774	2	0	2
OG0001775	1	1	2
OG0001776	2	0	2
OG0001777	2	0	2
OG0001778	1	1	2
OG0001779	1	1	2
OG0001780	1	1	2
OG0001781	1	1	2
OG0001782	2	0	2
OG0001783	1	1	2
OG0001784	1	1	2
OG0001785	1	1	2
OG0001786	1	1	2
OG0001787	2	0	2
OG0001788	1	1	2
OG0001789	1	1	2
OG0001790	1	1	2
OG0001791	1	1	2
OG0001792	1	1	2
OG0001793	2	0	2
OG0001794	1	1	2
OG0001795	1	1	2
OG0001796	1	1	2
OG0001797	1	1	2
OG0001798	1	1	2
OG0001799	1	1	2
OG0001800	1	1	2
OG0001801	2	0	2
OG0001802	1	1	2
OG0001803	1	1	2
OG0001804	2	0	2
OG0001805	1	1	2
OG0001806	1	1	2
OG0001807	1	1	2
OG0001808	1	1	2
OG0001809	2	0	2
OG0001810	1	1	2
OG0001811	1	1	2
OG0001812	1	1	2
OG0001813	1	1	2
OG0001814	1	1	2
OG0001815	1	1	2
OG0001816	1	1	2
OG0001817	1	1	2
OG0001818	1	1	2
OG0001819	1	1	2
OG0001820	1	1	2
OG0001821	1	1	2
OG0001822	1	1	2
OG0001823	1	1	2
OG0001824	1	1	2
OG0001825	2	0	2
OG0001826	1	1	2
OG0001827	1	1	2
OG0001828	2	0	2
OG0001829	1	1	2
OG0001830	2	0	2
OG0001831	1	1	2
OG0001832	2	0	2
OG0001833	1	1	2
OG0001834	1	1	2
OG0001835	1	1	2
OG0001836	1	1	2
OG0001837	1	1	2
OG0001838	2	0	2
OG0001839	1	1	2
OG0001840	2	0	2
OG0001841	1	1	2
OG0001842	1	1	2
OG0001843	1	1	2
OG0001844	1	1	2
OG0001845	2	0	2
OG0001846	1	1	2
OG0001847	1	1	2
OG0001848	2	0	2
OG0001849	1	1	2
OG0001850	1	1	2
OG0001851	2	0	2
OG0001852	2	0	2
OG0001853	2	0	2
OG0001854	1	1	2
OG0001855	1	1	2
OG0001856	1	1	2
OG0001857	1	1	2
OG0001858	2	0	2
OG0001859	1	1	2
OG0001860	1	1	2
OG0001861	1	1	2
OG0001862	1	1	2
OG0001863	2	0	2
OG0001864	1	1	2
OG0001865	1	1	2
OG0001866	1	1	2
OG0001867	1	1	2
OG0001868	1	1	2
OG0001869	1	1	2
OG0001870	1	1	2
OG0001871	1	1	2
OG0001872	1	1	2
OG0001873	1	1	2
OG0001874	1	1	2
OG0001875	1	1	2
OG0001876	1	1	2
OG0001877	1	1	2
OG0001878	1	1	2
OG0001879	1	1	2
OG0001880	1	1	2
OG0001881	1	1	2
OG0001882	1	1	2
OG0001883	1	1	2
OG0001884	2	0	2
OG0001885	1	1	2
OG0001886	2	0	2
OG0001887	1	1	2
OG0001888	1	1	2
OG0001889	2	0	2
OG0001890	2	0	2
OG0001891	1	1	2
OG0001892	1	1	2
OG0001893	1	1	2
OG0001894	1	1	2
OG0001895	1	1	2
OG0001896	2	0	2
OG0001897	1	1	2
OG0001898	1	1	2
OG0001899	1	1	2
OG0001900	1	1	2
OG0001901	1	1	2
OG0001902	1	1	2
OG0001903	1	1	2
OG0001904	1	1	2
OG0001905	1	1	2
OG0001906	1	1	2
OG0001907	1	1	2
OG0001908	2	0	2
OG0001909	1	1	2
OG0001910	1	1	2
OG0001911	1	1	2
OG0001912	1	1	2
OG0001913	1	1	2
OG0001914	1	1	2
OG0001915	1	1	2
OG0001916	2	0	2
OG0001917	1	1	2
OG0001918	1	1	2
OG0001919	1	1	2
OG0001920	2	0	2
OG0001921	1	1	2
OG0001922	1	1	2
OG0001923	1	1	2
OG0001924	1	1	2
OG0001925	1	1	2
OG0001926	1	1	2
OG0001927	1	1	2
OG0001928	1	1	2
OG0001929	1	1	2
OG0001930	1	1	2
OG0001931	1	1	2
OG0001932	1	1	2
OG0001933	1	1	2
OG0001934	1	1	2
OG0001935	1	1	2
OG0001936	1	1	2
OG0001937	2	0	2
OG0001938	1	1	2
OG0001939	1	1	2
OG0001940	1	1	2
OG0001941	1	1	2
OG0001942	1	1	2
OG0001943	1	1	2
OG0001944	1	1	2
OG0001945	1	1	2
OG0001946	1	1	2
OG0001947	1	1	2
OG0001948	1	1	2
OG0001949	1	1	2
OG0001950	1	1	2
OG0001951	1	1	2
OG0001952	1	1	2
OG0001953	1	1	2
OG0001954	1	1	2
OG0001955	1	1	2
OG0001956	2	0	2
OG0001957	1	1	2
OG0001958	1	1	2
OG0001959	1	1	2
OG0001960	1	1	2
OG0001961	1	1	2
OG0001962	2	0	2
OG0001963	1	1	2
OG0001964	1	1	2
OG0001965	1	1	2
OG0001966	1	1	2
OG0001967	1	1	2
OG0001968	1	1	2
OG0001969	1	1	2
OG0001970	1	1	2
OG0001971	1	1	2
OG0001972	1	1	2
OG0001973	1	1	2
OG0001974	1	1	2
OG0001975	1	1	2
OG0001976	1	1	2
OG0001977	1	1	2
OG0001978	1	1	2
OG0001979	1	1	2
OG0001980	2	0	2
OG0001981	1	1	2
OG0001982	1	1	2
OG0001983	1	1	2
OG0001984	1	1	2
OG0001985	1	1	2
OG0001986	1	1	2
OG0001987	1	1	2
OG0001988	2	0	2
OG0001989	1	1	2
OG0001990	1	1	2
OG0001991	1	1	2
OG0001992	1	1	2
OG0001993	1	1	2
OG0001994	2	0	2
OG0001995	1	1	2
OG0001996	1	1	2
OG0001997	1	1	2
