Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final	Total
OG0001998	2	0	2
OG0001999	1	1	2
OG0002000	1	1	2
OG0002001	1	1	2
OG0002002	1	1	2
OG0002003	1	1	2
OG0002004	1	1	2
OG0002005	1	1	2
OG0002006	1	1	2
OG0002007	1	1	2
OG0002008	1	1	2
OG0002009	2	0	2
OG0002010	1	1	2
OG0002011	1	1	2
OG0002012	2	0	2
OG0002013	1	1	2
OG0002014	1	1	2
OG0002015	1	1	2
OG0002016	1	1	2
OG0002017	1	1	2
OG0002018	1	1	2
OG0002019	1	1	2
OG0002020	1	1	2
OG0002021	1	1	2
OG0002022	1	1	2
OG0002023	1	1	2
OG0002024	1	1	2
OG0002025	1	1	2
OG0002026	1	1	2
OG0002027	1	1	2
OG0002028	1	1	2
OG0002029	1	1	2
OG0002030	1	1	2
OG0002031	1	1	2
OG0002032	1	1	2
OG0002033	1	1	2
OG0002034	1	1	2
OG0002035	1	1	2
OG0002036	2	0	2
OG0002037	1	1	2
OG0002038	1	1	2
OG0002039	1	1	2
OG0002040	1	1	2
OG0002041	1	1	2
OG0002042	1	1	2
OG0002043	1	1	2
OG0002044	1	1	2
OG0002045	1	1	2
OG0002046	1	1	2
OG0002047	1	1	2
OG0002048	1	1	2
OG0002049	1	1	2
OG0002050	1	1	2
OG0002051	1	1	2
OG0002052	1	1	2
OG0002053	1	1	2
OG0002054	1	1	2
OG0002055	1	1	2
OG0002056	1	1	2
OG0002057	2	0	2
OG0002058	2	0	2
OG0002059	1	1	2
OG0002060	1	1	2
OG0002061	1	1	2
OG0002062	1	1	2
OG0002063	1	1	2
OG0002064	1	1	2
OG0002065	1	1	2
OG0002066	1	1	2
OG0002067	1	1	2
OG0002068	1	1	2
OG0002069	1	1	2
OG0002070	1	1	2
OG0002071	1	1	2
OG0002072	1	1	2
OG0002073	1	1	2
OG0002074	1	1	2
OG0002075	1	1	2
OG0002076	1	1	2
OG0002077	1	1	2
OG0002078	1	1	2
OG0002079	1	1	2
OG0002080	1	1	2
OG0002081	1	1	2
OG0002082	1	1	2
OG0002083	1	1	2
OG0002084	1	1	2
OG0002085	1	1	2
OG0002086	1	1	2
OG0002087	1	1	2
OG0002088	1	1	2
OG0002089	1	1	2
OG0002090	1	1	2
OG0002091	1	1	2
OG0002092	1	1	2
OG0002093	1	1	2
OG0002094	1	1	2
OG0002095	1	1	2
OG0002096	1	1	2
OG0002097	1	1	2
OG0002098	1	1	2
OG0002099	1	1	2
OG0002100	1	1	2
OG0002101	1	1	2
OG0002102	1	1	2
OG0002103	1	1	2
OG0002104	1	1	2
OG0002105	1	1	2
OG0002106	1	1	2
OG0002107	1	1	2
OG0002108	2	0	2
OG0002109	1	1	2
OG0002110	1	1	2
OG0002111	1	1	2
OG0002112	1	1	2
OG0002113	1	1	2
OG0002114	1	1	2
OG0002115	1	1	2
OG0002116	1	1	2
OG0002117	1	1	2
OG0002118	1	1	2
OG0002119	1	1	2
OG0002120	1	1	2
OG0002121	1	1	2
OG0002122	1	1	2
OG0002123	1	1	2
OG0002124	1	1	2
OG0002125	1	1	2
OG0002126	1	1	2
OG0002127	1	1	2
OG0002128	1	1	2
OG0002129	1	1	2
OG0002130	1	1	2
OG0002131	1	1	2
OG0002132	1	1	2
OG0002133	1	1	2
OG0002134	1	1	2
OG0002135	1	1	2
OG0002136	1	1	2
OG0002137	1	1	2
OG0002138	1	1	2
OG0002139	1	1	2
OG0002140	1	1	2
OG0002141	1	1	2
OG0002142	1	1	2
OG0002143	1	1	2
OG0002144	1	1	2
OG0002145	1	1	2
OG0002146	1	1	2
OG0002147	1	1	2
OG0002148	1	1	2
OG0002149	1	1	2
OG0002150	1	1	2
OG0002151	1	1	2
OG0002152	1	1	2
OG0002153	1	1	2
OG0002154	1	1	2
OG0002155	1	1	2
OG0002156	1	1	2
OG0002157	1	1	2
OG0002158	1	1	2
OG0002159	1	1	2
OG0002160	1	1	2
OG0002161	1	1	2
OG0002162	1	1	2
OG0002163	1	1	2
OG0002164	1	1	2
OG0002165	1	1	2
OG0002166	1	1	2
OG0002167	1	1	2
OG0002168	1	1	2
OG0002169	1	1	2
OG0002170	1	1	2
OG0002171	0	2	2
OG0002172	0	2	2
OG0002173	0	2	2
OG0002174	0	2	2
OG0002175	0	2	2
OG0002176	0	2	2
OG0002177	0	2	2
OG0002178	0	2	2
OG0002179	0	2	2
OG0002180	0	2	2
OG0002181	0	2	2
OG0002182	0	2	2
OG0002183	0	2	2
OG0002184	0	2	2
OG0002185	0	2	2
OG0002186	0	2	2
OG0002187	0	2	2
OG0002188	0	2	2
OG0002189	0	2	2
OG0002190	0	2	2
OG0002191	0	2	2
OG0002192	0	2	2
OG0002193	0	2	2
OG0002194	0	2	2
OG0002195	0	2	2
OG0002196	0	2	2
OG0002197	0	2	2
OG0002198	0	2	2
OG0002199	0	2	2
OG0002200	0	2	2
OG0002201	0	2	2
OG0002202	0	2	2
OG0002203	0	2	2
OG0002204	0	2	2
OG0002205	0	2	2
OG0002206	0	2	2
OG0002207	0	2	2
OG0002208	0	2	2
OG0002209	0	2	2
OG0002210	0	2	2
OG0002211	0	2	2
OG0002212	0	2	2
OG0002213	0	2	2
OG0002214	0	2	2
OG0002215	0	2	2
OG0002216	0	2	2
OG0002217	0	2	2
OG0002218	0	2	2
OG0002219	0	2	2
OG0002220	0	2	2
OG0002221	0	2	2
OG0002222	0	2	2
OG0002223	0	2	2
OG0002224	0	2	2
OG0002225	0	2	2
OG0002226	0	2	2
OG0002227	0	2	2
OG0002228	0	2	2
OG0002229	0	2	2
OG0002230	0	2	2
OG0002231	0	2	2
OG0002232	0	2	2
OG0002233	0	2	2
OG0002234	0	2	2
OG0002235	0	2	2
OG0002236	0	2	2
OG0002237	0	2	2
OG0002238	0	2	2
OG0002239	0	2	2
OG0002240	0	2	2
OG0002241	0	2	2
OG0002242	0	2	2
OG0002243	0	2	2
OG0002244	0	2	2
OG0002245	0	2	2
OG0002246	0	2	2
OG0002247	0	2	2
OG0002248	0	2	2
OG0002249	0	2	2
OG0002250	0	2	2
OG0002251	0	2	2
OG0002252	0	2	2
OG0002253	0	2	2
OG0002254	0	2	2
OG0002255	0	2	2
OG0002256	0	2	2
OG0002257	0	2	2
OG0002258	0	2	2
OG0002259	0	2	2
OG0002260	0	2	2
OG0002261	0	2	2
OG0002262	0	2	2
OG0002263	0	2	2
OG0002264	0	2	2
OG0002265	0	2	2
OG0002266	0	2	2
OG0002267	0	2	2
OG0002268	0	2	2
OG0002269	0	2	2
OG0002270	0	2	2
OG0002271	0	2	2
OG0002272	0	2	2
OG0002273	0	2	2
OG0002274	0	2	2
OG0002275	0	2	2
OG0002276	0	2	2
OG0002277	0	2	2
OG0002278	0	2	2
OG0002279	0	2	2
OG0002280	0	2	2
OG0002281	0	2	2
OG0002282	0	2	2
OG0002283	0	2	2
OG0002284	0	2	2
OG0002285	0	2	2
OG0002286	0	2	2
OG0002287	0	2	2
OG0002288	0	2	2
OG0002289	0	2	2
OG0002290	0	2	2
OG0002291	0	2	2
OG0002292	0	2	2
OG0002293	0	2	2
OG0002294	0	2	2
OG0002295	0	2	2
OG0002296	0	2	2
OG0002297	0	2	2
OG0002298	0	2	2
OG0002299	0	2	2
OG0002300	0	2	2
OG0002301	0	2	2
OG0002302	0	2	2
OG0002303	0	2	2
OG0002304	0	2	2
OG0002305	0	2	2
OG0002306	0	2	2
OG0002307	0	2	2
OG0002308	0	2	2
OG0002309	0	2	2
OG0002310	0	2	2
OG0002311	0	2	2
OG0002312	0	2	2
OG0002313	0	2	2
OG0002314	0	2	2
OG0002315	0	2	2
OG0002316	0	2	2
OG0002317	0	2	2
OG0002318	0	2	2
OG0002319	0	2	2
OG0002320	0	2	2
OG0002321	0	2	2
OG0002322	0	2	2
OG0002323	0	2	2
OG0002324	0	2	2
OG0002325	0	2	2
OG0002326	0	2	2
OG0002327	0	2	2
OG0002328	0	2	2
OG0002329	0	2	2
OG0002330	0	2	2
OG0002331	0	2	2
OG0002332	0	2	2
OG0002333	0	2	2
OG0002334	0	2	2
OG0002335	0	2	2
OG0002336	0	2	2
OG0002337	0	2	2
OG0002338	0	2	2
OG0002339	0	2	2
OG0002340	0	2	2
OG0002341	0	2	2
OG0002342	0	2	2
OG0002343	0	2	2
OG0002344	0	2	2
OG0002345	0	2	2
OG0002346	0	2	2
OG0002347	0	2	2
OG0002348	0	2	2
OG0002349	0	2	2
OG0002350	0	2	2
OG0002351	0	2	2
OG0002352	0	2	2
OG0002353	0	2	2
OG0002354	0	2	2
OG0002355	0	2	2
OG0002356	0	2	2
OG0002357	0	2	2
OG0002358	0	2	2
OG0002359	0	2	2
OG0002360	0	2	2
OG0002361	0	2	2
OG0002362	0	2	2
OG0002363	0	2	2
OG0002364	0	2	2
OG0002365	0	2	2
OG0002366	0	2	2
OG0002367	0	2	2
OG0002368	0	2	2
OG0002369	0	2	2
OG0002370	0	2	2
OG0002371	0	2	2
OG0002372	0	2	2
OG0002373	0	2	2
OG0002374	0	2	2
OG0002375	0	2	2
OG0002376	0	2	2
OG0002377	0	2	2
OG0002378	0	2	2
OG0002379	0	2	2
OG0002380	0	2	2
OG0002381	0	2	2
OG0002382	0	2	2
OG0002383	0	2	2
OG0002384	0	2	2
OG0002385	0	2	2
OG0002386	0	2	2
OG0002387	0	2	2
OG0002388	0	2	2
OG0002389	0	2	2
OG0002390	0	2	2
OG0002391	0	2	2
OG0002392	0	2	2
OG0002393	0	2	2
OG0002394	0	2	2
OG0002395	0	2	2
OG0002396	0	2	2
OG0002397	0	2	2
OG0002398	0	2	2
OG0002399	0	2	2
OG0002400	0	2	2
OG0002401	0	2	2
OG0002402	0	2	2
OG0002403	0	2	2
OG0002404	0	2	2
OG0002405	0	2	2
OG0002406	0	2	2
OG0002407	0	2	2
OG0002408	0	2	2
OG0002409	0	2	2
OG0002410	0	2	2
OG0002411	0	2	2
OG0002412	0	2	2
OG0002413	0	2	2
OG0002414	0	2	2
OG0002415	0	2	2
OG0002416	0	2	2
OG0002417	0	2	2
OG0002418	0	2	2
OG0002419	0	2	2
OG0002420	0	2	2
OG0002421	0	2	2
OG0002422	0	2	2
OG0002423	0	2	2
OG0002424	0	2	2
OG0002425	0	2	2
OG0002426	0	2	2
OG0002427	0	2	2
OG0002428	0	2	2
OG0002429	0	2	2
OG0002430	0	2	2
OG0002431	0	2	2
OG0002432	0	2	2
OG0002433	0	2	2
OG0002434	0	2	2
OG0002435	0	2	2
OG0002436	0	2	2
OG0002437	0	2	2
OG0002438	0	2	2
OG0002439	0	2	2
OG0002440	0	2	2
OG0002441	0	2	2
OG0002442	0	2	2
OG0002443	0	2	2
OG0002444	0	2	2
OG0002445	0	2	2
OG0002446	0	2	2
OG0002447	0	2	2
OG0002448	0	2	2
OG0002449	0	2	2
OG0002450	0	2	2
OG0002451	0	2	2
OG0002452	0	2	2
OG0002453	0	2	2
OG0002454	0	2	2
OG0002455	0	2	2
OG0002456	0	2	2
OG0002457	0	2	2
OG0002458	0	2	2
OG0002459	0	2	2
OG0002460	0	2	2
OG0002461	0	2	2
OG0002462	0	2	2
OG0002463	0	2	2
OG0002464	0	2	2
OG0002465	0	2	2
OG0002466	0	2	2
OG0002467	0	2	2
OG0002468	0	2	2
OG0002469	0	2	2
OG0002470	0	2	2
OG0002471	0	2	2
OG0002472	0	2	2
OG0002473	0	2	2
OG0002474	0	2	2
OG0002475	0	2	2
OG0002476	0	2	2
OG0002477	0	2	2
OG0002478	0	2	2
OG0002479	0	2	2
OG0002480	0	2	2
OG0002481	0	2	2
OG0002482	0	2	2
OG0002483	0	2	2
OG0002484	0	2	2
OG0002485	0	2	2
OG0002486	0	2	2
OG0002487	0	2	2
OG0002488	0	2	2
OG0002489	0	2	2
OG0002490	0	2	2
OG0002491	0	2	2
OG0002492	0	2	2
OG0002493	0	2	2
OG0002494	0	2	2
OG0002495	0	2	2
OG0002496	0	2	2
OG0002497	0	2	2
OG0002498	0	2	2
OG0002499	0	2	2
OG0002500	0	2	2
OG0002501	0	2	2
OG0002502	0	2	2
OG0002503	0	2	2
OG0002504	0	2	2
OG0002505	0	2	2
OG0002506	0	2	2
OG0002507	0	2	2
OG0002508	0	2	2
OG0002509	0	2	2
OG0002510	0	2	2
OG0002511	0	2	2
OG0002512	0	2	2
OG0002513	0	2	2
OG0002514	0	2	2
OG0002515	0	2	2
OG0002516	0	2	2
OG0002517	0	2	2
OG0002518	0	2	2
OG0002519	0	2	2
OG0002520	0	2	2
OG0002521	0	2	2
OG0002522	0	2	2
OG0002523	0	2	2
OG0002524	0	2	2
OG0002525	0	2	2
OG0002526	0	2	2
OG0002527	0	2	2
OG0002528	0	2	2
OG0002529	0	2	2
OG0002530	0	2	2
OG0002531	0	2	2
OG0002532	0	2	2
OG0002533	0	2	2
OG0002534	0	2	2
OG0002535	0	2	2
OG0002536	0	2	2
OG0002537	0	2	2
OG0002538	0	2	2
OG0002539	0	2	2
OG0002540	0	2	2
OG0002541	0	2	2
OG0002542	0	2	2
OG0002543	0	2	2
OG0002544	0	2	2
OG0002545	0	2	2
OG0002546	0	2	2
OG0002547	0	2	2
OG0002548	0	2	2
OG0002549	0	2	2
OG0002550	0	2	2
OG0002551	0	2	2
OG0002552	0	2	2
OG0002553	0	2	2
OG0002554	0	2	2
OG0002555	0	2	2
OG0002556	0	2	2
OG0002557	0	2	2
OG0002558	0	2	2
OG0002559	0	2	2
OG0002560	0	2	2
OG0002561	0	2	2
OG0002562	0	2	2
OG0002563	0	2	2
OG0002564	0	2	2
OG0002565	0	2	2
OG0002566	0	2	2
OG0002567	0	2	2
OG0002568	0	2	2
OG0002569	0	2	2
OG0002570	0	2	2
OG0002571	0	2	2
OG0002572	0	2	2
OG0002573	0	2	2
OG0002574	0	2	2
OG0002575	0	2	2
OG0002576	0	2	2
OG0002577	0	2	2
OG0002578	0	2	2
OG0002579	0	2	2
OG0002580	0	2	2
OG0002581	0	2	2
OG0002582	0	2	2
OG0002583	0	2	2
OG0002584	0	2	2
OG0002585	0	2	2
OG0002586	0	2	2
OG0002587	0	2	2
OG0002588	0	2	2
OG0002589	0	2	2
OG0002590	0	2	2
OG0002591	0	2	2
OG0002592	0	2	2
OG0002593	0	2	2
OG0002594	0	2	2
OG0002595	0	2	2
OG0002596	0	2	2
OG0002597	0	2	2
OG0002598	0	2	2
OG0002599	0	2	2
OG0002600	0	2	2
OG0002601	0	2	2
OG0002602	0	2	2
OG0002603	0	2	2
OG0002604	0	2	2
OG0002605	0	2	2
OG0002606	0	2	2
OG0002607	0	2	2
OG0002608	0	2	2
OG0002609	0	2	2
OG0002610	0	2	2
OG0002611	0	2	2
OG0002612	0	2	2
OG0002613	0	2	2
OG0002614	0	2	2
OG0002615	0	2	2
OG0002616	0	2	2
OG0002617	0	2	2
OG0002618	0	2	2
OG0002619	0	2	2
OG0002620	0	2	2
OG0002621	0	2	2
OG0002622	0	2	2
OG0002623	0	2	2
OG0002624	0	2	2
OG0002625	0	2	2
OG0002626	0	2	2
OG0002627	0	2	2
OG0002628	0	2	2
OG0002629	0	2	2
OG0002630	0	2	2
OG0002631	0	2	2
OG0002632	0	2	2
OG0002633	0	2	2
OG0002634	0	2	2
OG0002635	0	2	2
OG0002636	0	2	2
OG0002637	0	2	2
OG0002638	0	2	2
OG0002639	0	2	2
OG0002640	0	2	2
OG0002641	0	2	2
OG0002642	0	2	2
OG0002643	0	2	2
OG0002644	0	2	2
OG0002645	0	2	2
OG0002646	0	2	2
OG0002647	0	2	2
OG0002648	0	2	2
OG0002649	0	2	2
OG0002650	0	2	2
OG0002651	0	2	2
OG0002652	0	2	2
OG0002653	0	2	2
OG0002654	0	2	2
OG0002655	0	2	2
OG0002656	0	2	2
OG0002657	0	2	2
OG0002658	0	2	2
OG0002659	0	2	2
OG0002660	0	2	2
OG0002661	0	2	2
OG0002662	0	2	2
OG0002663	0	2	2
OG0002664	0	2	2
OG0002665	0	2	2
OG0002666	0	2	2
OG0002667	0	2	2
OG0002668	0	2	2
OG0002669	0	2	2
OG0002670	0	2	2
OG0002671	0	2	2
OG0002672	0	2	2
OG0002673	0	2	2
OG0002674	0	2	2
OG0002675	0	2	2
OG0002676	0	2	2
OG0002677	0	2	2
OG0002678	0	2	2
OG0002679	0	2	2
OG0002680	0	2	2
OG0002681	0	2	2
OG0002682	0	2	2
OG0002683	0	2	2
OG0002684	0	2	2
OG0002685	0	2	2
OG0002686	0	2	2
OG0002687	0	2	2
OG0002688	0	2	2
OG0002689	0	2	2
OG0002690	0	2	2
OG0002691	0	2	2
OG0002692	0	2	2
OG0002693	0	2	2
OG0002694	0	2	2
OG0002695	0	2	2
OG0002696	0	2	2
OG0002697	0	2	2
OG0002698	0	2	2
OG0002699	0	2	2
OG0002700	0	2	2
OG0002701	0	2	2
OG0002702	0	2	2
OG0002703	0	2	2
OG0002704	0	2	2
OG0002705	0	2	2
OG0002706	0	2	2
OG0002707	0	2	2
OG0002708	0	2	2
OG0002709	0	2	2
OG0002710	0	2	2
OG0002711	0	2	2
OG0002712	0	2	2
OG0002713	0	2	2
OG0002714	0	2	2
OG0002715	0	2	2
OG0002716	0	2	2
OG0002717	0	2	2
OG0002718	0	2	2
OG0002719	0	2	2
OG0002720	0	2	2
OG0002721	0	2	2
OG0002722	0	2	2
OG0002723	0	2	2
OG0002724	0	2	2
OG0002725	0	2	2
OG0002726	0	2	2
OG0002727	0	2	2
OG0002728	0	2	2
OG0002729	0	2	2
OG0002730	0	2	2
OG0002731	0	2	2
OG0002732	0	2	2
OG0002733	0	2	2
OG0002734	0	2	2
OG0002735	0	2	2
OG0002736	0	2	2
OG0002737	0	2	2
OG0002738	0	2	2
OG0002739	0	2	2
OG0002740	0	2	2
OG0002741	0	2	2
OG0002742	0	2	2
OG0002743	0	2	2
OG0002744	0	2	2
OG0002745	0	2	2
OG0002746	0	2	2
OG0002747	0	2	2
OG0002748	0	2	2
OG0002749	0	2	2
OG0002750	0	2	2
OG0002751	0	2	2
OG0002752	0	2	2
OG0002753	0	2	2
OG0002754	0	2	2
OG0002755	0	2	2
OG0002756	0	2	2
OG0002757	0	2	2
OG0002758	0	2	2
OG0002759	0	2	2
OG0002760	0	2	2
OG0002761	0	2	2
OG0002762	0	2	2
OG0002763	0	2	2
OG0002764	0	2	2
OG0002765	0	2	2
OG0002766	0	2	2
OG0002767	0	2	2
OG0002768	0	2	2
OG0002769	0	2	2
OG0002770	0	2	2
OG0002771	0	2	2
OG0002772	0	2	2
OG0002773	0	2	2
OG0002774	0	2	2
OG0002775	0	2	2
OG0002776	0	2	2
OG0002777	0	2	2
OG0002778	0	2	2
OG0002779	0	2	2
OG0002780	0	2	2
OG0002781	0	2	2
OG0002782	0	2	2
OG0002783	0	2	2
OG0002784	0	2	2
OG0002785	0	2	2
OG0002786	0	2	2
OG0002787	0	2	2
OG0002788	0	2	2
OG0002789	0	2	2
OG0002790	0	2	2
OG0002791	0	2	2
OG0002792	0	2	2
OG0002793	0	2	2
OG0002794	0	2	2
OG0002795	0	2	2
OG0002796	0	2	2
OG0002797	0	2	2
OG0002798	0	2	2
OG0002799	0	2	2
OG0002800	0	2	2
OG0002801	0	2	2
OG0002802	0	2	2
OG0002803	0	2	2
OG0002804	0	2	2
OG0002805	0	2	2
OG0002806	0	2	2
OG0002807	0	2	2
OG0002808	0	2	2
OG0002809	0	2	2
OG0002810	0	2	2
OG0002811	0	2	2
OG0002812	0	2	2
OG0002813	0	2	2
OG0002814	0	2	2
OG0002815	0	2	2
OG0002816	0	2	2
OG0002817	0	2	2
OG0002818	0	2	2
OG0002819	0	2	2
OG0002820	0	2	2
OG0002821	0	2	2
OG0002822	0	2	2
OG0002823	0	2	2
OG0002824	0	2	2
OG0002825	0	2	2
OG0002826	0	2	2
OG0002827	0	2	2
OG0002828	0	2	2
OG0002829	0	2	2
OG0002830	0	2	2
OG0002831	0	2	2
OG0002832	0	2	2
OG0002833	0	2	2
OG0002834	0	2	2
OG0002835	0	2	2
OG0002836	0	2	2
OG0002837	0	2	2
OG0002838	0	2	2
OG0002839	0	2	2
OG0002840	0	2	2
OG0002841	0	2	2
OG0002842	0	2	2
OG0002843	0	2	2
OG0002844	0	2	2
OG0002845	0	2	2
OG0002846	0	2	2
OG0002847	0	2	2
OG0002848	0	2	2
OG0002849	0	2	2
OG0002850	0	2	2
OG0002851	0	2	2
OG0002852	0	2	2
OG0002853	0	2	2
OG0002854	0	2	2
OG0002855	0	2	2
OG0002856	0	2	2
OG0002857	0	2	2
OG0002858	0	2	2
OG0002859	0	2	2
OG0002860	0	2	2
OG0002861	0	2	2
OG0002862	0	2	2
OG0002863	0	2	2
OG0002864	0	2	2
OG0002865	0	2	2
OG0002866	0	2	2
OG0002867	0	2	2
OG0002868	0	2	2
OG0002869	0	2	2
OG0002870	0	2	2
OG0002871	0	2	2
OG0002872	0	2	2
OG0002873	0	2	2
OG0002874	0	2	2
OG0002875	0	2	2
OG0002876	0	2	2
OG0002877	0	2	2
OG0002878	0	2	2
OG0002879	0	2	2
OG0002880	0	2	2
OG0002881	0	2	2
OG0002882	0	2	2
OG0002883	0	2	2
OG0002884	0	2	2
OG0002885	0	2	2
OG0002886	0	2	2
OG0002887	0	2	2
OG0002888	0	2	2
OG0002889	0	2	2
OG0002890	0	2	2
OG0002891	0	2	2
OG0002892	0	2	2
OG0002893	0	2	2
OG0002894	0	2	2
OG0002895	0	2	2
OG0002896	0	2	2
OG0002897	0	2	2
OG0002898	0	2	2
OG0002899	0	2	2
OG0002900	0	2	2
OG0002901	0	2	2
OG0002902	0	2	2
OG0002903	0	2	2
OG0002904	0	2	2
OG0002905	0	2	2
OG0002906	0	2	2
OG0002907	0	2	2
OG0002908	0	2	2
OG0002909	0	2	2
OG0002910	0	2	2
OG0002911	0	2	2
OG0002912	0	2	2
OG0002913	0	2	2
OG0002914	0	2	2
OG0002915	0	2	2
OG0002916	0	2	2
OG0002917	0	2	2
OG0002918	0	2	2
OG0002919	0	2	2
OG0002920	0	2	2
OG0002921	0	2	2
OG0002922	0	2	2
OG0002923	0	2	2
OG0002924	0	2	2
OG0002925	0	2	2
OG0002926	0	2	2
OG0002927	0	2	2
OG0002928	0	2	2
OG0002929	0	2	2
OG0002930	0	2	2
OG0002931	0	2	2
OG0002932	0	2	2
OG0002933	0	2	2
OG0002934	0	2	2
OG0002935	0	2	2
OG0002936	0	2	2
OG0002937	0	2	2
OG0002938	0	2	2
OG0002939	0	2	2
OG0002940	0	2	2
OG0002941	0	2	2
OG0002942	0	2	2
OG0002943	0	2	2
OG0002944	0	2	2
OG0002945	0	2	2
OG0002946	0	2	2
OG0002947	0	2	2
OG0002948	0	2	2
OG0002949	0	2	2
OG0002950	0	2	2
OG0002951	0	2	2
OG0002952	0	2	2
OG0002953	0	2	2
OG0002954	0	2	2
OG0002955	0	2	2
OG0002956	0	2	2
OG0002957	0	2	2
OG0002958	0	2	2
OG0002959	0	2	2
OG0002960	0	2	2
OG0002961	0	2	2
OG0002962	0	2	2
OG0002963	0	2	2
OG0002964	0	2	2
OG0002965	0	2	2
OG0002966	0	2	2
OG0002967	0	2	2
OG0002968	0	2	2
OG0002969	0	2	2
OG0002970	0	2	2
OG0002971	0	2	2
OG0002972	0	2	2
OG0002973	0	2	2
OG0002974	0	2	2
OG0002975	0	2	2
OG0002976	0	2	2
OG0002977	0	2	2
OG0002978	0	2	2
OG0002979	0	2	2
OG0002980	0	2	2
OG0002981	0	2	2
OG0002982	0	2	2
OG0002983	0	2	2
OG0002984	0	2	2
OG0002985	0	2	2
OG0002986	0	2	2
OG0002987	0	2	2
OG0002988	0	2	2
OG0002989	0	2	2
OG0002990	0	2	2
OG0002991	0	2	2
OG0002992	0	2	2
OG0002993	0	2	2
OG0002994	0	2	2
OG0002995	0	2	2
OG0002996	0	2	2
OG0002997	0	2	2
OG0002998	0	2	2
OG0002999	0	2	2
OG0003000	0	2	2
OG0003001	0	2	2
OG0003002	0	2	2
OG0003003	0	2	2
OG0003004	0	2	2
